"","sexo","codmunocor","causabas","n","cod_cat","categoria","subcategoria","ipea","municipio","total","uf_codigo","taxa_incidencia"
"1426","Masculino","521460","Y149",1,"Y14","Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada","Envenenamento [intoxicação] por e exposição a outras drogas, medicamentos e substâncias biológicas e as não especificadas, intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Niquelândia",23370,"52",4.27899015832264e-05
"1427","Masculino","521460","Y341",1,"Y34","Fatos ou eventos não especificados e intenção não determinada","Fatos ou eventos não especificados e intenção não determinada - habitação coletiva","(Eventos (fatos) cuja intenção é indeterminada)","Niquelândia",23370,"52",4.27899015832264e-05
"1428","Masculino","521470","V234",1,"V23","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Nova América",1199,"52",0.000834028356964137
"1429","Masculino","521480","W189",1,"W18","Outras quedas no mesmo nível","Outras quedas no mesmo nível - local não especificado","Quedas","Nova Aurora",1110,"52",0.000900900900900901
"1430","Masculino","521483","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Nova Crixás",6591,"52",0.000151722045213169
"1431","Masculino","521483","V499",1,"V49","Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados","Ocupante [qualquer] de um automóvel [carro], traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Nova Crixás",6591,"52",0.000151722045213169
"1432","Masculino","521483","W190",1,"W19","Queda sem especificação","Queda sem especificação - residência","Quedas","Nova Crixás",6591,"52",0.000151722045213169
"1433","Masculino","521483","X740",1,"X74","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada","Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - residência","Lesões autoprovocadas intencionalmente","Nova Crixás",6591,"52",0.000151722045213169
"1434","Masculino","521483","Y349",1,"Y34","Fatos ou eventos não especificados e intenção não determinada","Fatos ou eventos não especificados e intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Nova Crixás",6591,"52",0.000151722045213169
"1435","Masculino","521486","V249",1,"V24","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - motociclista não especificado traumatizado em um acidente de trânsito","Acidentes de transporte","Nova Glória",4081,"52",0.000245037980887037
"1436","Masculino","521486","V284",1,"V28","Motociclista traumatizado em um acidente de transporte sem colisão","Motociclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Nova Glória",4081,"52",0.000245037980887037
"1437","Masculino","521486","V489",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito","Acidentes de transporte","Nova Glória",4081,"52",0.000245037980887037
"1438","Masculino","521486","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Nova Glória",4081,"52",0.000245037980887037
"1439","Masculino","521486","Y899",1,"Y89","Seqüelas de outras causas externas","Seqüelas de causa externa não especificada","Todas as outras causas externas","Nova Glória",4081,"52",0.000245037980887037
"1440","Masculino","521487","V435",1,"V43","Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Ocupante de um automóvel [carro] traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Nova Iguaçu de Goiás",1496,"52",0.000668449197860963
"1441","Masculino","521490","W697",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - fazenda","Afogamento e submersão acidentais","Nova Roma",1687,"52",0.000592768227622999
"1442","Masculino","521490","W747",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - fazenda","Afogamento e submersão acidentais","Nova Roma",1687,"52",0.000592768227622999
"1443","Masculino","521490","W879",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - local não especificado","Todas as outras causas externas","Nova Roma",1687,"52",0.000592768227622999
"1444","Masculino","521500","V244",1,"V24","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus","Motociclista traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Nova Veneza",4865,"52",0.000205549845837616
"1445","Masculino","521500","X950",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Nova Veneza",4865,"52",0.000205549845837616
"1446","Masculino","521500","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Nova Veneza",4865,"52",0.000205549845837616
"1447","Masculino","521500","X958",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Nova Veneza",4865,"52",0.000205549845837616
"1448","Masculino","521520","Y129",1,"Y12","Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada","Envenenamento [intoxicação] por e exposição a narcóticos e a psicodislépticos [alucinógenos] não classificados em outra parte, intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Novo Brasil",1525,"52",0.000655737704918033
"1449","Masculino","521523","V199",1,"V19","Ciclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Ciclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Novo Gama",55838,"52",1.79089508936567e-05
"1450","Masculino","521523","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Novo Gama",55838,"52",1.79089508936567e-05
"1451","Masculino","521523","W748",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - outros locais especificados","Afogamento e submersão acidentais","Novo Gama",55838,"52",1.79089508936567e-05
"1452","Masculino","521523","W749",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - local não especificado","Afogamento e submersão acidentais","Novo Gama",55838,"52",1.79089508936567e-05
"1453","Masculino","521523","W869",1,"W86","Exposição a outra corrente elétrica especificada","Exposição a outra corrente elétrica especificada - local não especificado","Todas as outras causas externas","Novo Gama",55838,"52",1.79089508936567e-05
"1454","Masculino","521523","X700",2,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Novo Gama",55838,"52",3.58179017873133e-05
"1455","Masculino","521523","X950",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Novo Gama",55838,"52",1.79089508936567e-05
"1456","Masculino","521523","X954",12,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Novo Gama",55838,"52",0.00021490741072388
"1457","Masculino","521523","X959",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Novo Gama",55838,"52",1.79089508936567e-05
"1458","Masculino","521523","X990",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - residência","Agressões","Novo Gama",55838,"52",1.79089508936567e-05
"1459","Masculino","521523","X994",3,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Novo Gama",55838,"52",5.37268526809699e-05
"1460","Masculino","521523","X998",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - outros locais especificados","Agressões","Novo Gama",55838,"52",1.79089508936567e-05
"1461","Masculino","521523","Y044",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - rua e estrada","Agressões","Novo Gama",55838,"52",1.79089508936567e-05
"1462","Masculino","521523","Y290",1,"Y29","Contato com objeto contundente, intenção não determinada","Contato com objeto contundente, intenção não determinada - residência","(Eventos (fatos) cuja intenção é indeterminada)","Novo Gama",55838,"52",1.79089508936567e-05
"1463","Masculino","521523","Y349",1,"Y34","Fatos ou eventos não especificados e intenção não determinada","Fatos ou eventos não especificados e intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Novo Gama",55838,"52",1.79089508936567e-05
"1464","Masculino","521525","W879",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - local não especificado","Todas as outras causas externas","Novo Planalto",2320,"52",0.000431034482758621
"1465","Masculino","521525","Y240",1,"Y24","Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada","Disparo de outra arma de fogo e de arma de fogo não especificada, intenção não determinada - residência","(Eventos (fatos) cuja intenção é indeterminada)","Novo Planalto",2320,"52",0.000431034482758621
"1466","Masculino","521530","V239",1,"V23","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete","Motociclista traumatizado em colisão com um automóvel [carro], ""pick up"" ou caminhonete - motociclista não especificado traumatizado em um acidente de trânsito","Acidentes de transporte","Orizona",7917,"52",0.000126310471138057
"1467","Masculino","521530","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Orizona",7917,"52",0.000126310471138057
"1468","Masculino","521530","W708",1,"W70","Afogamento e submersão conseqüentes a queda dentro de águas naturais","Afogamento e submersão conseqüentes a queda dentro de águas naturais - outros locais especificados","Afogamento e submersão acidentais","Orizona",7917,"52",0.000126310471138057
"1469","Masculino","521530","W877",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - fazenda","Todas as outras causas externas","Orizona",7917,"52",0.000126310471138057
"1470","Masculino","521530","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Orizona",7917,"52",0.000126310471138057
"1471","Masculino","521530","X994",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Orizona",7917,"52",0.000126310471138057
"1472","Masculino","521540","W747",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - fazenda","Afogamento e submersão acidentais","Ouro Verde de Goiás",1828,"52",0.000547045951859956
"1473","Masculino","521540","X689",1,"X68","Auto-intoxicação por e exposição, intencional, a pesticidas","Auto-intoxicação por e exposição, intencional, a pesticidas - local não especificado","Lesões autoprovocadas intencionalmente","Ouro Verde de Goiás",1828,"52",0.000547045951859956
"1474","Masculino","521540","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Ouro Verde de Goiás",1828,"52",0.000547045951859956
"1475","Masculino","521560","V184",1,"V18","Ciclista traumatizado em um acidente de transporte sem colisão","Ciclista traumatizado em um acidente de transporte sem colisão - condutor traumatizado em um acidente de trânsito","Acidentes de transporte","Padre Bernardo",16679,"52",5.99556328317045e-05
"1476","Masculino","521560","V489",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito","Acidentes de transporte","Padre Bernardo",16679,"52",5.99556328317045e-05
"1477","Masculino","521560","V892",3,"V89","Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)","Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado","Acidentes de transporte","Padre Bernardo",16679,"52",0.000179866898495114
"1478","Masculino","521560","W687",1,"W68","Afogamento e submersão conseqüente a queda dentro de uma piscina","Afogamento e submersão conseqüente a queda dentro de uma piscina - fazenda","Afogamento e submersão acidentais","Padre Bernardo",16679,"52",5.99556328317045e-05
"1479","Masculino","521560","W697",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - fazenda","Afogamento e submersão acidentais","Padre Bernardo",16679,"52",5.99556328317045e-05
"1480","Masculino","521560","W698",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - outros locais especificados","Afogamento e submersão acidentais","Padre Bernardo",16679,"52",5.99556328317045e-05
"1481","Masculino","521560","W870",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - residência","Todas as outras causas externas","Padre Bernardo",16679,"52",5.99556328317045e-05
"1482","Masculino","521560","X949",1,"X94","Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre","Agressão por meio de disparo de espingarda, carabina ou arma de fogo de maior calibre - local não especificado","Agressões","Padre Bernardo",16679,"52",5.99556328317045e-05
"1483","Masculino","521560","X954",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Padre Bernardo",16679,"52",0.000119911265663409
"1484","Masculino","521560","X958",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Padre Bernardo",16679,"52",5.99556328317045e-05
"1485","Masculino","521560","X959",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Padre Bernardo",16679,"52",0.000119911265663409
"1486","Masculino","521560","X994",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Padre Bernardo",16679,"52",5.99556328317045e-05
"1487","Masculino","521560","X998",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - outros locais especificados","Agressões","Padre Bernardo",16679,"52",5.99556328317045e-05
"1488","Masculino","521560","Y009",1,"Y00","Agressão por meio de um objeto contundente","Agressão por meio de um objeto contundente - local não especificado","Agressões","Padre Bernardo",16679,"52",5.99556328317045e-05
"1489","Masculino","521565","X829",1,"X82","Lesão autoprovocada intencionalmente por impacto de um veículo a motor","Lesão autoprovocada intencionalmente por impacto de um veículo a motor - local não especificado","Lesões autoprovocadas intencionalmente","Palestina de Goiás",1861,"52",0.000537345513164965
"1490","Masculino","521570","V279",1,"V27","Motociclista traumatizado em colisão com um objeto fixo ou parado","Motociclista traumatizado em colisão com um objeto fixo ou parado - motociclista não especificado traumatizado em um acidente de trânsito","Acidentes de transporte","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1491","Masculino","521570","V294",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Condutor traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito","Acidentes de transporte","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1492","Masculino","521570","V892",3,"V89","Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)","Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado","Acidentes de transporte","Palmeiras de Goiás",14338,"52",0.000209234202817687
"1493","Masculino","521570","W307",1,"W30","Contato com maquinaria agrícola","Contato com maquinaria agrícola - fazenda","Todas as outras causas externas","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1494","Masculino","521570","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1495","Masculino","521570","X958",4,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - outros locais especificados","Agressões","Palmeiras de Goiás",14338,"52",0.00027897893709025
"1496","Masculino","521570","X959",5,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Palmeiras de Goiás",14338,"52",0.000348723671362812
"1497","Masculino","521570","X990",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - residência","Agressões","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1498","Masculino","521570","X998",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - outros locais especificados","Agressões","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1499","Masculino","521570","Y349",1,"Y34","Fatos ou eventos não especificados e intenção não determinada","Fatos ou eventos não especificados e intenção não determinada - local não especificado","(Eventos (fatos) cuja intenção é indeterminada)","Palmeiras de Goiás",14338,"52",6.97447342725624e-05
"1500","Masculino","521580","W557",1,"W55","Mordedura ou golpe provocado por outros animais mamíferos","Mordedura ou golpe provocado por outros animais mamíferos - fazenda","Todas as outras causas externas","Palmelo",1156,"52",0.000865051903114187
"1501","Masculino","521580","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Palmelo",1156,"52",0.000865051903114187
"1502","Masculino","521590","X957",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - fazenda","Agressões","Palminópolis",1769,"52",0.000565291124929339
"1503","Masculino","521600","X708",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - outros locais especificados","Lesões autoprovocadas intencionalmente","Panamá",1329,"52",0.000752445447705041
"1504","Masculino","521630","V296",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista não especificado traumatizado em colisão com outros veículos e com veículos não especificados, a motor em um acidente de trânsito","Acidentes de transporte","Paranaiguara",5122,"52",0.000195236235845373
"1505","Masculino","521630","W800",1,"W80","Inalação e ingestão de outros objetos causando obstrução do trato respiratório","Inalação e ingestão de outros objetos causando obstrução do trato respiratório - residência","Todas as outras causas externas","Paranaiguara",5122,"52",0.000195236235845373
"1506","Masculino","521630","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Paranaiguara",5122,"52",0.000195236235845373
"1507","Masculino","521630","X999",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - local não especificado","Agressões","Paranaiguara",5122,"52",0.000195236235845373
"1508","Masculino","521640","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Paraúna",5526,"52",0.000180962721679334
"1509","Masculino","521640","V449",1,"V44","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito","Acidentes de transporte","Paraúna",5526,"52",0.000180962721679334
"1510","Masculino","521640","W698",1,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - outros locais especificados","Afogamento e submersão acidentais","Paraúna",5526,"52",0.000180962721679334
"1511","Masculino","521640","W878",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - outros locais especificados","Todas as outras causas externas","Paraúna",5526,"52",0.000180962721679334
"1512","Masculino","521640","X040",1,"X04","Exposição a combustão de substância muito inflamável","Exposição a combustão de substância muito inflamável - residência","Exposição à fumaça, ao fogo e às chamas","Paraúna",5526,"52",0.000180962721679334
"1513","Masculino","521640","X780",1,"X78","Lesão autoprovocada intencionalmente por objeto cortante ou penetrante","Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - residência","Lesões autoprovocadas intencionalmente","Paraúna",5526,"52",0.000180962721679334
"1514","Masculino","521640","X957",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - fazenda","Agressões","Paraúna",5526,"52",0.000180962721679334
"1515","Masculino","521640","X990",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - residência","Agressões","Paraúna",5526,"52",0.000180962721679334
"1516","Masculino","521680","V440",1,"V44","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus","Ocupante de um automóvel [carro] traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor [motorista] traumatizado em um acidente não-de-trânsito","Acidentes de transporte","Petrolina de Goiás",5462,"52",0.00018308311973636
"1517","Masculino","521680","V499",1,"V49","Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados","Ocupante [qualquer] de um automóvel [carro], traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Petrolina de Goiás",5462,"52",0.00018308311973636
"1518","Masculino","521680","W877",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - fazenda","Todas as outras causas externas","Petrolina de Goiás",5462,"52",0.00018308311973636
"1519","Masculino","521680","X700",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência","Lesões autoprovocadas intencionalmente","Petrolina de Goiás",5462,"52",0.00018308311973636
"1520","Masculino","521680","X950",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - residência","Agressões","Petrolina de Goiás",5462,"52",0.00018308311973636
"1521","Masculino","521680","X959",2,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - local não especificado","Agressões","Petrolina de Goiás",5462,"52",0.000366166239472721
"1522","Masculino","521680","X994",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - rua e estrada","Agressões","Petrolina de Goiás",5462,"52",0.00018308311973636
"1523","Masculino","521690","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Pilar de Goiás",1209,"52",0.000827129859387924
"1524","Masculino","521690","V685",1,"V68","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão","Ocupante de um veículo de transporte pesado traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente de trânsito","Acidentes de transporte","Pilar de Goiás",1209,"52",0.000827129859387924
"1525","Masculino","521710","V093",1,"V09","Pedestre traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Pedestre traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Piracanjuba",12279,"52",8.14398566658523e-05
"1526","Masculino","521710","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Piracanjuba",12279,"52",8.14398566658523e-05
"1527","Masculino","521710","V489",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um automóvel [carro] traumatizado em um acidente de trânsito","Acidentes de transporte","Piracanjuba",12279,"52",8.14398566658523e-05
"1528","Masculino","521710","V499",1,"V49","Ocupante de um automóvel [carro] traumatizado em outro acidentes de transporte e em acidentes de transporte não especificados","Ocupante [qualquer] de um automóvel [carro], traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Piracanjuba",12279,"52",8.14398566658523e-05
"1529","Masculino","521710","W189",1,"W18","Outras quedas no mesmo nível","Outras quedas no mesmo nível - local não especificado","Quedas","Piracanjuba",12279,"52",8.14398566658523e-05
"1530","Masculino","521710","W698",2,"W69","Afogamento e submersão em águas naturais","Afogamento e submersão em águas naturais - outros locais especificados","Afogamento e submersão acidentais","Piracanjuba",12279,"52",0.000162879713331705
"1531","Masculino","521710","W747",1,"W74","Afogamento e submersão não especificados","Afogamento e submersão não especificados - fazenda","Afogamento e submersão acidentais","Piracanjuba",12279,"52",8.14398566658523e-05
"1532","Masculino","521710","W877",1,"W87","Exposição a corrente elétrica não especificada","Exposição a corrente elétrica não especificada - fazenda","Todas as outras causas externas","Piracanjuba",12279,"52",8.14398566658523e-05
"1533","Masculino","521710","X237",1,"X23","Contato com abelhas, vespas e vespões","Contato com abelhas, vespas e vespões - fazenda","Todas as outras causas externas","Piracanjuba",12279,"52",8.14398566658523e-05
"1534","Masculino","521710","X390",1,"X39","Exposição a outras forças da natureza e às não especificadas","Exposição a outras forças da natureza e às não especificadas - residência","Todas as outras causas externas","Piracanjuba",12279,"52",8.14398566658523e-05
"1535","Masculino","521710","X707",1,"X70","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação","Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - fazenda","Lesões autoprovocadas intencionalmente","Piracanjuba",12279,"52",8.14398566658523e-05
"1536","Masculino","521710","X954",1,"X95","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada","Agressão por meio de disparo de outra arma de fogo ou de arma não especificada - rua e estrada","Agressões","Piracanjuba",12279,"52",8.14398566658523e-05
"1537","Masculino","521710","Y049",1,"Y04","Agressão por meio de força corporal","Agressão por meio de força corporal - local não especificado","Agressões","Piracanjuba",12279,"52",8.14398566658523e-05
"1538","Masculino","521710","Y350",1,"Y35","Intervenção legal","Intervenção legal envolvendo o uso de armas de fogo","Intervenções legais e operações de guerra","Piracanjuba",12279,"52",8.14398566658523e-05
"1539","Masculino","521720","V299",1,"V29","Motociclista traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados","Motociclista [qualquer] traumatizado em um acidente de trânsito não especificado","Acidentes de transporte","Piranhas",5307,"52",0.000188430374976446
"1540","Masculino","521720","V480",1,"V48","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão","Ocupante de um automóvel [carro] traumatizado em um acidente de transporte sem colisão - condutor [motorista] traumatizado em um acidente não-de-trânsito","Acidentes de transporte","Piranhas",5307,"52",0.000188430374976446
"1541","Masculino","521720","W033",1,"W03","Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa","Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa - área para a prática de esportes e atletismo","Quedas","Piranhas",5307,"52",0.000188430374976446
"1542","Masculino","521720","X999",1,"X99","Agressão por meio de objeto cortante ou penetrante","Agressão por meio de objeto cortante ou penetrante - local não especificado","Agressões","Piranhas",5307,"52",0.000188430374976446
