"","cod_municipio","cod_municipiodv","municipio","Tipo","CEP","Endereço"
"1549",431880,4318804,"São Lourenço do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96170-000","Rua Senador Pinheiro Machado, 169, SÃO LOURENÇO DO SUL"
"1550",432110,4321105,"Tapes","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96760-000","Av. Assis Brasil, 533, TAPES"
"1551",432135,4321352,"Tavares","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96290-000","Rua Abilio Vieira Paiva, 228, TAVARES"
"1552",430880,4308805,"General Câmara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95820-000","Rua Gen Canabarro, 120, GENERAL CÂMARA"
"1553",431570,4315701,"Rio Pardo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96640-000","Rua General Andrade Neves, 324, RIO PARDO"
"1554",431675,4316758,"Santa Clara do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95915-000","Avenida da Emancipação, 615, SANTA CLARA DO SUL"
"1555",432130,4321303,"Taquari","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95860-000","Rua Osvaldo Aranha, 1790, TAQUARI"
"1556",432145,4321451,"Teutônia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95890-000","Av. 1 Oeste, 878, TEUTÔNIA"
"1557",432260,4322608,"Venâncio Aires","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95800-000","Av. Osvaldo aranha, 634, VENÂNCIO AIRES"
"1558",430965,4309654,"Hulha Negra","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96460-000","Av Getulio Vargas, 1232, HULHA NEGRA"
"1559",431550,4315503,"Restinga Sêca","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97200-000","Rua Balilla Barazutti, 345, RESTINGA SECA"
"1560",430060,4300604,"Alvorada","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","94820-001","RUA ALBERTO PASQUALINI, 52, SUMARÉ"
"1561",432300,4323002,"Viamão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","94410-055","PRAÇA JÚLIO DE CASTILHOS, s/n, CENTRO"
"1562",430220,4302204,"Boa Vista do Buricá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98918-000","Avenida Três Passos, 271, BOA VISTA DO BURICÁ"
"1563",430370,4303707,"Campina das Missões","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98975-000","Rua Porto Alegre, 660, CAMPINA DAS MISSÕES"
"1564",430520,4305207,"Cerro Largo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97900-000","Rua Coronel Jorge Frantz, 675, CERRO LARGO"
"1565",430500,4305009,"Catuípe","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98770-000","Rua Joaquim Rodrigues, 265, CATUÍPE"
"1566",430590,4305900,"Coronel Bicaco","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98580-000","Rua 14 de abril, 100, CORONEL BICACO"
"1567",430560,4305603,"Colorado","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","99460-000","Av. Boa Esperança, 692 - Centro, COLORADO"
"1568",431643,4316436,"Saldanha Marinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98250-000","Av. Silva Tavares, 1127 - Centro, SALDANHA MARINHO"
"1569",431500,4315008,"Porto Lucena","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98980-000","Rua João Bordin, 497, PORTO LUCENA"
"1570",430900,4309001,"Giruá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98870-000","Rua Independência, 90, Centro, GIRUÁ"
"1571",431505,4315057,"Porto Mauá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98947-000","Rua Uruguai, 155, PORTO MAUÁ"
"1572",431770,4317707,"Santo Antônio das Missões","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97870-000","Rua José Nunes de Abreu, 6065, SANTO ANTÔNIO DAS MISSÕES"
"1573",431937,4319372,"São Pedro do Butiá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97920-000","SÃO PEDRO DO BUTIÁ, 1645, SÃO PEDRO DO BUTIÁ"
"1574",431930,4319307,"São Paulo das Missões","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97980-000","Rua Independencia, 536, SÃO PAULO DAS MISSÕES"
"1575",432100,4321006,"Tapera","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","99490-000","Rua Coronel Gervásio, 486, TAPERA"
"1576",432375,4323754,"Vitória das Missões","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98850-000","Av. Sete Povos, s/n, VITÓRIA DAS MISSÕES"
"1577",430430,4304309,"Cândido Godói","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98970-000","CÂNDIDO GODÓI, 387, CÂNDIDO GODÓI"
"1578",430587,4305871,"Coronel Barros","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98735-970","CORONEL BARROS, s/n, CENTRO"
"1579",431595,4315958,"Rolador","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","97843-000","Av. São João Batista, 700, ROLADOR"
"1580",431670,4316709,"Santa Bárbara do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","98240-000","Av. Eduardo de Brito, 101, Largo Ildefonso Gomes Moreira, SANTA BÁRBARA DO SUL"
"1581",430820,4308201,"Flores da Cunha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95270-000","Rua São José, 2500, FLORES DA CUNHA"
"1582",431820,4318200,"São Francisco de Paula","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95400-000","Av. Julio de Castilhos, s/n, SÃO FRANCISCO DE PAULA"
"1583",430107,4301073,"Arroio do Padre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","96155-000","Av Vinte e cinco de julho, 383, centro, ARROIO DO PADRE"
"1584",430190,4301909,"Barra do Ribeiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","92870-000","Rua Quinze de Novembro, 292, BARRA DO RIBEIRO"
"1585",432162,4321626,"Travesseiro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","95948-000","Av. 10 de novembro, 573, TRAVESSEIRO"
"1586",420330,4203303,"Campo Alegre","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89294-970","Rua Cel Bueno Franco, 292, CENTRO"
"1587",421050,4210506,"Maravilha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89874-970","Av Araucárias, 736, CENTRO"
"1588",420840,4208401,"Itapiranga","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89896-970","Rua Padre João Rick, 10, CENTRO"
"1589",421560,4215604,"Santa Rosa de Lima","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88763-970","Rua Dez de Maio, 80, CENTRO"
"1590",420540,4205407,"Florianópolis","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88010-001","RUA FELIPE SCHMIDT, Acate Downtown - 835 - Sala 3, CENTRO"
"1591",420540,4205407,"Florianópolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88034-102","RODOVIA AMARO ANTÔNIO VIEIRA, 2953, ITACORUBI"
"1592",420540,4205407,"Florianópolis","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88030-000","RODOVIA JOSÉ CARLOS DAUX, Lote 01, JOÃO PAULO"
"1593",420420,4204202,"Chapecó","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89802-130","AVENIDA PORTO ALEGRE - D, 315 / D, CENTRO"
"1594",420420,4204202,"Chapecó","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89801-222","RUA ASSIS BRASIL - D, 20, CENTRO"
"1595",421720,4217204,"São Miguel do Oeste","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89900-970","Rua Alm. Tamandaré, 558, CENTRO"
"1596",420240,4202404,"Blumenau","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89010-002","RUA 15 DE NOVEMBRO, 1466, CENTRO"
"1597",420240,4202404,"Blumenau","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89052-381","VIA EXPRESSA PAUL FRITZ KUEHNRICH, Shopping Park Europeu, N° 1600, sala 1006, ITOUPAVA NORTE"
"1598",421870,4218707,"Tubarão","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88705-001","AVENIDA MARCOLINO MARTINS CABRAL, 1920, VILA MOEMA"
"1599",421870,4218707,"Tubarão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88701-180","RUA FELIPE SCHMIDT, 108, CENTRO"
"1600",420290,4202909,"Brusque","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88350-220","RUA PAES LEME, 111, CENTRO I"
"1601",420290,4202909,"Brusque","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88350-051","PRAÇA DAS BANDEIRAS, 77, CENTRO I"
"1602",421800,4218004,"Tijucas","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88200-970","Rua Leoberto Leal, 185/ Sala 1, CENTRO"
"1603",421800,4218004,"Tijucas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88200-970","R. Cel. Buchelle, 940, CENTRO"
"1604",420890,4208906,"Jaraguá do Sul","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89252-101","RUA EXPEDICIONÁRIO ANTÔNIO CARLOS FERREIRA, 206 / Sala 2, CENTRO"
"1605",421580,4215802,"São Bento do Sul","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89280-133","RUA MARECHAL DEODORO, 311, CENTRO"
"1606",421580,4215802,"São Bento do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89280-902","PREFEITURA MUNICIPAL, 75, CENTRO"
"1607",420300,4203006,"Caçador","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89500-145","AVENIDA BARÃO DO RIO BRANCO, 327, CENTRO"
"1608",421480,4214805,"Rio do Sul","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89165-478","RUA HERCULANO NUNES TEIXEIRA, 105 - Sala 04, BUDAG"
"1609",421480,4214805,"Rio do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89165-478","RUA HERCULANO NUNES TEIXEIRA, 105, sala 04, BUDAG"
"1610",420820,4208203,"Itajaí","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88301-320","RUA SAMUEL HEUSI, 579, sala 01, CENTRO"
"1611",420820,4208203,"Itajaí","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88304-040","R. Alberto Werner, 33, CENTRO"
"1612",420460,4204608,"Criciúma","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88815-030","RUA ERNESTO BIANCHINI GÓES, 91, PRÓSPERA"
"1613",420460,4204608,"Criciúma","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88804-050","RUA DOMENICO SÔNEGO, 542, SANTA BÁRBARA"
"1614",420910,4209102,"Joinville","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89201-260","RUA ALEXANDRE DÖHLER, 310, CENTRO"
"1615",420910,4209102,"Joinville","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89221-703","RUA DOUTOR JOÃO COLIN, 2719, SAGUAÇU"
"1616",420910,4209102,"Joinville","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89204-040","RUA MAX COLIN, 751, AMÉRICA"
"1617",420930,4209300,"Lages","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","88502-160","RUA FREI ROGÉRIO, 315, CENTRO"
"1618",420930,4209300,"Lages","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88501-140","RUA SEBASTIÃO FURTADO, 81, CENTRO"
"1619",420900,4209003,"Joaçaba","Estrutura de atendimento do Sebrae/UF (própria ou alugada)","89600-970","Av. XV de Novembro, 100, CENTRO"
"1620",420030,4200309,"Agronômica","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89188-970","Rua Sete de Setembro, 215, CENTRO"
"1621",420005,4200051,"Abdon Batista","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89636-970","R JOAO SANTIN, 30, CENTRO"
"1622",420200,4202008,"Balneário Camboriú","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88338-315","RUA DINAMARCA, 172, NAÇÕES"
"1623",420280,4202800,"Braço do Norte","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88750-970","Av. Getúlio Vargas, 641, CENTRO"
"1624",420140,4201406,"Araranguá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88900-900","PREFEITURA DE ARARANGUÁ, 200, CENTRO"
"1625",421930,4219309,"Videira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89562-038","AVENIDA MANOEL ROQUE, 188, ALVORADA"
"1626",421610,4216107,"São Domingos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89835-970","Rua Getúlio Vargas, 750, CENTRO"
"1627",420450,4204509,"Corupá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89278-000","Francisco Mees, 1915, CORUPÁ"
"1628",420690,4206900,"Ibirama","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89140-970","R. Dr. Getúlio Vargas, 70, CENTRO"
"1629",420700,4207007,"Içara","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88820-970","Prç. Pres. João Goulart, 120, CENTRO"
"1630",420730,4207304,"Imbituba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88780-970","R. Ernâni Cotrim, 601, CENTRO"
"1631",420750,4207502,"Indaial","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89080-024","AVENIDA GETÚLIO VARGAS, 126, CENTRO"
"1632",421110,4211108,"Monte Castelo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89380-970","Rua Carlos Alberto Meister, 264, CENTRO"
"1633",421150,4211504,"Nova Trento","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88270-970","Praça del Comune, 126, CENTRO"
"1634",421350,4213500,"Porto Belo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88210-970","Avenida Governador Celso Ramos, 2038, sala 06, CENTRO"
"1635",421510,4215109,"Rodeio","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89136-970","R. Barão do Rio Branco, 1069, CENTRO"
"1636",421630,4216305,"São João Batista","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88240-970","R. João Vicente Gomes, 89, CENTRO"
"1637",421710,4217105,"São Martinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88765-970","Rua Francisco Beckhauser, 70, CENTRO"
"1638",421820,4218202,"Timbó","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89120-970","Av. Getúlio Vargas, 700, CENTRO"
"1639",420430,4204301,"Concórdia","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89700-900","R. Leonel Mosele, nº 62, 2º ANDAR (Prefeitura), CENTRO"
"1640",421200,4212007,"Palma Sola","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89985-970","Rua Francisco Zanotto, 600, CENTRO"
"1641",421950,4219507,"Xanxerê","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89820-970","Rua José de Miranda Ramos, 445, CENTRO"
"1642",420550,4205506,"Fraiburgo","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89580-970","Avenida Rio das Antas, 185, CENTRO"
"1643",420010,4200101,"Abelardo Luz","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89830-970","Avenida Padre João Smedt, 1605, CENTRO"
"1644",420310,4203105,"Caibi","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89888-970","Rua dos Imigrantes, 499, CENTRO"
"1645",420410,4204103,"Caxambu do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89880-970","Av Presidente Getúlio Vargas, 615, CENTRO"
"1646",421290,4212908,"Pinhalzinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89870-970","Av. São Paulo, 1615, CENTRO"
"1647",420360,4203600,"Campos Novos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89620-970","Rua Benjamin Cola, 289, CENTRO"
"1648",421055,4210555,"Marema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89860-970","Rua Vidal Ramos, 357, CENTRO"
"1649",421600,4216008,"São Carlos","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89885-970","Rua Demétrio Lorenz, 747, CENTRO"
"1650",420380,4203808,"Canoinhas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89460-050","RUA SENADOR FELIPE SCHMIDT, 10, CENTRO"
"1651",421620,4216206,"São Francisco do Sul","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89240-970","Rua Barão do Rio Branco, 217, CENTRO"
"1652",420950,4209508,"Laurentino","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89170-970","Rua XV de Novembro, 408, CENTRO"
"1653",420230,4202305,"Biguaçu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88160-164","RUA 7 DE SETEMBRO, 78, CENTRO"
"1654",420080,4200804,"Anchieta","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89970-970","Rua Vereador Geraldo Garlet, 309, sala 02, CENTRO"
"1655",420350,4203501,"Campo Erê","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89980-970","Rua Dona Terezinha, 816, CENTRO"
"1656",420490,4204905,"Descanso","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89910-000","Av. Marechal Deodoro, 146, DESCANSO"
"1657",420640,4206405,"Guaraciaba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89920-970","RUA ADEMAR DE BARROS, 85, CENTRO"
"1658",421003,4210035,"Luzerna","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89609-970","AV. 16 DE FEVEREIRO, 151, CENTRO"
"1659",421670,4216701,"São José do Cedro","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89930-970","Rua Jorge Lacerda, 1049, CENTRO"
"1660",420760,4207601,"Ipira","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89669-970","RUA QUINZE DE AGOSTO, 10, CENTRO"
"1661",420090,4200903,"Angelina","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88460-970","R. Manoel Lino Koerich, 89, CENTRO"
"1662",420130,4201307,"Araquari","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89245-970","R. Cel. Almeida, 60, CENTRO"
"1663",420515,4205159,"Doutor Pedrinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89126-970","R. Brasília, 02, CENTRO"
"1664",420270,4202701,"Botuverá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88295-970","R. João Moreli, 66, CENTRO"
"1665",421830,4218301,"Três Barras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89490-970","Av. Santa Catarina, 616, CENTRO"
"1666",421660,4216602,"São José","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88103-790","AVENIDA ACIONI SOUZA FILHO, 403, PRAIA COMPRIDA"
"1667",421650,4216503,"São Joaquim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88600-000","SÃO JOAQUIM, 01, SÃO JOAQUIM"
"1668",421590,4215901,"São Bonifácio","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88485-000","SÃO BONIFÁCIO, 12, SÃO BONIFÁCIO"
"1669",420590,4205902,"Gaspar","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89110-900","R. Cel. Aristiliano Ramos, 435, CENTRO"
"1670",420630,4206306,"Guabiruba","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88360-970","R. Brusque, 344, CENTRO"
"1671",420810,4208104,"Itaiópolis","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89340-970","Av. Getúlio Vargas, 308, CENTRO"
"1672",420830,4208302,"Itapema","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88220-000","Av. João Francisco Pio, 537, ITAPEMA"
"1673",420845,4208450,"Itapoá","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89249-970","R. Mariana Michels Borges, 201, ITAPEMA DO NORTE"
"1674",421000,4210001,"Luiz Alves","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89128-000","Rua Erich Gielow, 35, LUIZ ALVES"
"1675",421190,4211900,"Palhoça","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88133-215","R. Hilza Terezinha Pagani, 280, PASSA VINTE"
"1676",421220,4212205,"Papanduva","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89370-970","Rua Sérgio Glevinski, 134, CENTRO"
"1677",421250,4212502,"Penha","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88385-970","Rua Nilo Anastácio Vieira, 180, CENTRO"
"1678",421320,4213203,"Pomerode","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89107-970","R. 15 de Novembro, 525, CENTRO"
"1679",421500,4215000,"Rio Negrinho","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89295-970","Avenida Richard de Albuquerque, 200, CENTRO"
"1680",420768,4207684,"Ipuaçu","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89832-000","IPUAÇU, SN, IPUAÇU"
"1681",420560,4205605,"Galvão","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89838-000","GALVÃO, 548, GALVÃO"
"1682",420445,4204459,"Coronel Martins","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89837-000","CORONEL MARTINS, 220, CORONEL MARTINS"
"1683",420990,4209904,"Lontras","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89182-000","LONTRAS, 01, LONTRAS"
"1684",421530,4215307,"Salete","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89196-000","SALETE, 162, SALETE"
"1685",420530,4205308,"Faxinal dos Guedes","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89694-000","FAXINAL DOS GUEDES, 458, FAXINAL DOS GUEDES"
"1686",420650,4206504,"Guaramirim","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89270-000","GUARAMIRIM, Rua Irineu Vilela Veiga, 135 - sala 04 - Centro, GUARAMIRIM"
"1687",420245,4202453,"Bombinhas","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","88215-000","BOMBINHAS, SN, BOMBINHAS"
"1688",421780,4217808,"Taió","Sala do Empreendedor, em parceria com a prefeitura, que realiza atendimento ao público do Sebrae de forma integrada e complementar","89190-000","TAIÓ, 44, TAIÓ"
